timestamp,turbidity,temperature,raw_flow_rate,inflow_pressure,season_index,rainfall_event,sensor_noise_flag,pac_dose_ppm,pac_dose_kgL,outlet_turbidity,treated_turbidity,pac_dose_ppm_calc,outlet_turbidity_calc,treated_turbidity_calc,total_cost,compliant
2024-01-01 00:00:00,7.721827655552241,25.248357076505616,5969.149069203729,3.2645221098902804,1,0.0,0.0,20.490885801978543,2.0490885801978543e-05,0.0109651592068573,0.0085396745768031,20.490885801978543,1.6841326179853144,1.073850368291914,5856037.6913178675,0
2024-01-01 01:00:00,4.452735747749818,24.935171400625663,6258.596977072828,3.0912906317814257,1,0.0,0.0,11.768873462528742,1.1768873462528742e-05,0.1030520760346023,0.0802570375128822,11.768873462528742,1.5679471713913777,0.999767256734872,6139742.478875756,1
2024-01-01 02:00:00,7.635464137329575,25.332451369258862,6390.593902763768,3.2111523837002918,1,0.0,0.0,20.019880753025426,2.0019880753025422e-05,0.0126063060079335,0.0098178009906164,20.019880753025426,1.702115968649831,1.085317058936096,6269472.718015021,0
2024-01-01 03:00:00,7.616851250107552,25.774425572981773,6524.865908708217,3.0857989266055585,1,0.0,0.0,20.04212089383102,2.004212089383102e-05,0.0124863950488669,0.0097244142417964,20.04212089383102,1.6961995738853695,1.0815445990781676,6401193.667047229,0
2024-01-01 04:00:00,6.03757108136413,24.900137495343333,6751.2543065598975,2.871512999552821,1,0.0,0.0,16.136731816407522,1.613673181640752e-05,0.0345360218163555,0.0268966808347488,16.136731816407522,1.6376043518063572,1.0441826359300597,6623261.15839434,0
2024-01-01 05:00:00,7.136982492864023,24.90444923330164,6611.654337648438,3.0782254473820583,1,0.0,0.0,17.057620253800884,1.7057620253800885e-05,0.030404993802525,0.0236794329826877,17.057620253800884,1.842765892021378,1.1749994096012397,6486318.193334386,0
2024-01-01 06:00:00,7.260913636214928,25.81542763753116,6780.808678058057,2.930634921729549,1,0.0,0.0,18.111200970101255,1.8111200970101255e-05,0.0220800974451806,0.0171959971805995,18.111200970101255,1.7758759525427523,1.1323485011293912,6652263.869179804,0
2024-01-01 07:00:00,5.72219052394118,25.413842099071168,6718.278056282988,2.938170178386563,1,0.0,0.0,13.79236225281702,1.3792362252817022e-05,0.0693073560793293,0.0539766231871903,13.79236225281702,1.7747587219259355,1.131636123436255,6590899.735024875,0
2024-01-01 08:00:00,5.83961031736794,24.79969103074652,6623.309600245902,2.999404146345096,1,0.0,0.0,14.50961524440982,1.450961524440982e-05,0.0562239301081038,0.0437872407955431,14.50961524440982,1.7359595314920717,1.1068966673554892,6497739.265917452,0
2024-01-01 09:00:00,6.739470069173748,25.310011717014312,6485.119024984772,3.111154198997531,1,0.0,0.0,17.021938018979046,1.7021938018979045e-05,0.0290412260956615,0.0226173296246549,17.021938018979046,1.7433940917583306,1.1116371522761845,6362186.873200157,0
2024-01-01 10:00:00,4.081632662372666,24.811326300396537,6159.307918426362,3.1783767578143243,1,0.0,0.0,10.290402193406663,1.0290402193406664e-05,0.1516118517329771,0.1180754288525483,10.290402193406663,1.5887334750484012,1.013021189114749,6042532.519987228,0
2024-01-01 11:00:00,5.6148808137194495,24.814473699459217,6143.086436231866,3.1661977357794417,1,0.0,0.0,13.568858347017878,1.356885834701788e-05,0.073049768526605,0.0568912169317048,13.568858347017878,1.7651148007085447,1.1254868877760242,6026635.638235196,0
2024-01-01 12:00:00,4.602604488879424,25.172623117115148,5971.530920245135,3.1674464925729,1,0.0,0.0,10.496547495910454,1.0496547495910454e-05,0.160049383869139,0.1246465854873813,10.496547495910454,1.7659469071251945,1.1260174622524253,5858324.315497958,0
2024-01-01 13:00:00,7.754914976808979,24.09930523752329,5710.417964934807,3.334030687962029,1,0.0,0.0,18.17096260823532,1.817096260823532e-05,0.0231356351777215,0.0180180507932638,18.17096260823532,1.8910035179465932,1.2057570778585571,5602210.878414087,0
2024-01-01 14:00:00,5.611508108589374,24.19778979333408,5446.317248275977,3.316901809963554,1,0.0,0.0,15.494270659890978,1.5494270659890978e-05,0.0394253171137412,0.0307044678410201,15.494270659890978,1.5769858138062596,1.0055305495910434,5343114.691912033,0
2024-01-01 15:00:00,6.38544182465658,24.783408263712985,5421.546546984789,3.4256804416660667,1,0.0,0.0,16.957452530425414,1.6957452530425415e-05,0.0280893683333412,0.0218760220539873,16.957452530425414,1.6574303874043474,1.0568242743623937,5318821.94985473,0
2024-01-01 16:00:00,5.795285105055412,24.562439753699696,5322.7684163933845,3.419826698632625,1,0.0,0.0,14.76344685584488,1.476344685584488e-05,0.051444160595349,0.0400647525561089,14.76344685584488,1.697629754550317,1.0824565225320433,5221909.633716189,0
