timestamp,turbidity,temperature,raw_flow_rate,inflow_pressure,season_index,rainfall_event,sensor_noise_flag,pac_dose_ppm,pac_dose_kgL,outlet_turbidity,treated_turbidity
2024-01-01 00:00:00,7.721827655552241,25.248357076505616,5969.149069203729,3.2645221098902804,1,0.0,0.0,20.490885801978546,2.0490885801978546e-05,0.01096515920685736,0.008539674576803137
2024-01-01 01:00:00,4.452735747749818,24.935171400625666,6258.596977072828,3.0912906317814257,1,0.0,0.0,11.768873462528742,1.1768873462528742e-05,0.10305207603460231,0.08025703751288224
2024-01-01 02:00:00,7.635464137329575,25.332451369258862,6390.593902763768,3.2111523837002913,1,0.0,0.0,20.019880753025422,2.0019880753025422e-05,0.012606306007933547,0.009817800990616403
2024-01-01 03:00:00,7.616851250107552,25.774425572981773,6524.865908708217,3.0857989266055585,1,0.0,0.0,20.04212089383102,2.004212089383102e-05,0.012486395048866936,0.009724414241796483
2024-01-01 04:00:00,6.03757108136413,24.900137495343333,6751.2543065598975,2.871512999552821,1,0.0,0.0,16.136731816407522,1.613673181640752e-05,0.03453602181635556,0.026896680834748832
2024-01-01 05:00:00,7.136982492864023,24.90444923330164,6611.654337648438,3.0782254473820583,1,0.0,0.0,17.057620253800884,1.7057620253800885e-05,0.03040499380252508,0.023679432982687744
2024-01-01 06:00:00,7.260913636214928,25.815427637531158,6780.808678058057,2.930634921729549,1,0.0,0.0,18.111200970101258,1.8111200970101258e-05,0.022080097445180608,0.017195997180599585
2024-01-01 07:00:00,5.72219052394118,25.413842099071168,6718.278056282988,2.938170178386563,1,0.0,0.0,13.792362252817021,1.3792362252817022e-05,0.06930735607932935,0.05397662318719039
2024-01-01 08:00:00,5.8396103173679395,24.799691030746516,6623.309600245902,2.9994041463450953,1,0.0,0.0,14.509615244409819,1.4509615244409819e-05,0.05622393010810381,0.043787240795543185
2024-01-01 09:00:00,6.739470069173748,25.310011717014312,6485.119024984772,3.111154198997531,1,0.0,0.0,17.021938018979046,1.7021938018979045e-05,0.029041226095661524,0.022617329624654913
2024-01-01 10:00:00,4.081632662372666,24.811326300396537,6159.307918426362,3.1783767578143243,1,0.0,0.0,10.290402193406663,1.0290402193406663e-05,0.15161185173297712,0.1180754288525483
2024-01-01 11:00:00,5.6148808137194495,24.814473699459217,6143.086436231866,3.1661977357794417,1,0.0,0.0,13.568858347017878,1.3568858347017879e-05,0.07304976852660501,0.05689121693170485
2024-01-01 12:00:00,4.6026044888794235,25.172623117115148,5971.530920245135,3.1674464925729,1,0.0,0.0,10.496547495910454,1.0496547495910454e-05,0.160049383869139,0.12464658548738133
2024-01-01 13:00:00,7.754914976808979,24.099305237523286,5710.417964934807,3.334030687962029,1,0.0,0.0,18.17096260823532,1.817096260823532e-05,0.023135635177721544,0.01801805079326388
