timestamp,turbidity,temperature,raw_flow_rate,inflow_pressure,season_index,rainfall_event,sensor_noise_flag,pac_dose_ppm,pac_dose_kgL,outlet_turbidity,treated_turbidity,pac_dose_ppm_calc,outlet_turbidity_calc,treated_turbidity_calc,energy,total_cost,compliant
2024-01-01 00:00:00,7.721827655552241,25.248357076505616,5969.149069203729,3.2645221098902804,1,0.0,0.0,20.490885801978543,2.0490885801978543e-05,0.0109651592068573,0.0085396745768031,22.978503876613136,1.5095604200526593,0.9625382203995649,731966.9046111072,5855850.12940824,1
2024-01-01 01:00:00,4.452735747749818,24.935171400625663,6258.596977072828,3.0912906317814257,1,0.0,0.0,11.768873462528742,1.1768873462528742e-05,0.1030520760346023,0.0802570375128822,11.217867813102796,1.626336391189355,1.0369978670292936,767460.4543135555,6139939.723847509,0
2024-01-01 02:00:00,7.635464137329575,25.332451369258862,6390.593902763768,3.2111523837002918,1,0.0,0.0,20.019880753025426,2.0019880753025422e-05,0.0126063060079335,0.0098178009906164,22.187385284864703,1.5438968271218443,0.9844320801724221,783646.577326407,6269283.55553768,1
2024-01-01 03:00:00,7.616851250107552,25.774425572981773,6524.865908708217,3.0857989266055585,1,0.0,0.0,20.04212089383102,2.004212089383102e-05,0.0124863950488669,0.0097244142417964,22.023256348595414,1.551138662331752,0.989049678171665,800111.6820553449,6401003.5727245025,1
2024-01-01 04:00:00,6.03757108136413,24.900137495343333,6751.2543065598975,2.871512999552821,1,0.0,0.0,16.136731816407522,1.613673181640752e-05,0.0345360218163555,0.0268966808347488,14.32676120962439,1.8141015143933878,1.1567221954769158,827872.5593419073,6623252.108541306,0
2024-01-01 05:00:00,7.136982492864023,24.90444923330164,6611.654337648438,3.0782254473820583,1,0.0,0.0,17.057620253800884,1.7057620253800885e-05,0.030404993802525,0.0236794329826877,19.56421395605852,1.6256143818857616,1.0365374935715896,810754.1131541396,6486330.726302898,0
2024-01-01 06:00:00,7.260913636214928,25.81542763753116,6780.808678058057,2.930634921729549,1,0.0,0.0,18.111200970101255,1.8111200970101255e-05,0.0220800974451806,0.0171959971805995,19.61924151716875,1.649516240667875,1.0517779916071532,831496.6641468692,6652271.40938254,0
2024-01-01 07:00:00,5.72219052394118,25.413842099071168,6718.278056282988,2.938170178386563,1,0.0,0.0,13.79236225281702,1.3792362252817022e-05,0.0693073560793293,0.0539766231871903,16.483736281425443,1.523195560086061,0.9712323695361668,823828.8466517014,6590713.191895018,1
2024-01-01 08:00:00,5.83961031736794,24.79969103074652,6623.309600245902,2.999404146345096,1,0.0,0.0,14.50961524440982,1.450961524440982e-05,0.0562239301081038,0.0437872407955431,16.771419359026783,1.5307466221971244,0.9760471393128254,812183.3397301538,6497550.574938025,1
2024-01-01 09:00:00,6.739470069173748,25.310011717014312,6485.119024984772,3.111154198997531,1,0.0,0.0,17.021938018979046,1.7021938018979045e-05,0.0290412260956615,0.0226173296246549,18.9961397059214,1.577655594667296,1.0059576207234577,795237.7204387577,6362196.744208591,0
2024-01-01 10:00:00,4.081632662372666,24.811326300396537,6159.307918426362,3.1783767578143243,1,0.0,0.0,10.290402193406663,1.0290402193406664e-05,0.1516118517329771,0.1180754288525483,11.603613750112201,1.4529812662850143,0.9264617591623774,755285.1334970327,6042339.086045012,1
2024-01-01 11:00:00,5.6148808137194495,24.814473699459217,6143.086436231866,3.1661977357794417,1,0.0,0.0,13.568858347017878,1.356885834701788e-05,0.073049768526605,0.0568912169317048,14.801456093760924,1.6411868483093495,1.0464669365534542,753295.9742429325,6026641.801223929,0
2024-01-01 12:00:00,4.602604488879424,25.172623117115148,5971.530920245135,3.1674464925729,1,0.0,0.0,10.496547495910454,1.0496547495910454e-05,0.160049383869139,0.1246465854873813,12.515916579767504,1.544504819627241,0.9848197533098382,732258.9790950598,5858134.412343377,1
2024-01-01 13:00:00,7.754914976808979,24.09930523752329,5710.417964934807,3.334030687962029,1,0.0,0.0,18.17096260823532,1.817096260823532e-05,0.0231356351777215,0.0180180507932638,21.99479802331863,1.5812124757537889,1.0082255882361766,700240.0029501307,5602229.997591162,0
2024-01-01 14:00:00,5.611508108589374,24.19778979333408,5446.317248275977,3.316901809963554,1,0.0,0.0,15.494270659890978,1.5494270659890978e-05,0.0394253171137412,0.0307044678410201,14.059342535627167,1.712910115375321,1.0921997107610044,667854.6525698416,5343107.517271411,0
2024-01-01 15:00:00,6.38544182465658,24.783408263712985,5421.546546984789,3.4256804416660667,1,0.0,0.0,16.957452530425414,1.6957452530425415e-05,0.0280893683333412,0.0218760220539873,16.99101186179996,1.6545026176790647,1.0549574459640876,664817.1453240097,5318822.117651386,0
2024-01-01 16:00:00,5.795285105055412,24.562439753699696,5322.7684163933845,3.419826698632625,1,0.0,0.0,14.76344685584488,1.476344685584488e-05,0.051444160595349,0.0400647525561089,16.24391289630763,1.5627552815977213,0.9964567616423189,652704.4770602387,5221717.036046391,1
2024-01-01 17:00:00,5.720784567430999,25.23028223027469,5122.805081259517,3.433373382770248,1,0.0,0.0,12.016813911848004,1.2016813911848004e-05,0.1223004577234997,0.0952476922450528,16.745395059350813,1.5016738382917474,0.9575095138487406,628183.9730894482,5025555.511690882,1
2024-01-01 18:00:00,6.317711025478991,24.623449738689448,5098.796272321368,3.576636991235263,1,0.0,0.0,15.138806379889948,1.5138806379889948e-05,0.0497342683963733,0.0387330871725789,15.93233101796499,1.7328578294265349,1.1049189348005597,625239.8928934076,5002198.804802351,0
2024-01-01 19:00:00,6.5286242940006725,24.375613098404436,5010.060670711105,3.542584560923845,1,0.0,1.0,16.72298510202597,1.672298510202597e-05,0.0309569117074661,0.0241092670792469,18.350740549225236,1.5777065555008127,1.005990114785538,614358.6897459491,4915161.271670339,0
2024-01-01 20:00:00,5.83354457793001,25.81889246409009,5438.043193177979,3.396518775224982,1,0.0,0.0,15.261979238628609,1.5261979238628605e-05,0.0441479603407854,0.034382466084409,15.5734478426818,1.632152627531246,1.040706463057369,666840.0465634497,5334998.239746811,0
2024-01-01 21:00:00,7.208677367239747,24.977483015664717,5651.730773932309,3.3096476455936576,1,0.0,1.0,17.773803890518145,1.7773803890518146e-05,0.0244205141829656,0.0190187155687,19.629226279289036,1.6368721256709515,1.0437157479327719,693043.4861534494,5544646.0353589915,0
