timestamp,turbidity,temperature,raw_flow_rate,inflow_pressure,season_index,rainfall_event,sensor_noise_flag,pac_dose_ppm,pac_dose_kgL,outlet_turbidity,treated_turbidity
2024-01-01 00:00:00,17.91144362854856,18.112411758760796,6221.596502210728,3.1420181430826615,1,0.0,0.0,45.927212931603215,4.592721293160321e-05,1.7641261919286575,1.1248565229870275
2024-01-01 01:00:00,5.911703158973376,18.749074708230946,5896.852505447318,3.256145610723885,1,0.0,0.0,12.073132466855823,1.2073132466855823e-05,2.040864171360799,1.3013124492958883
2024-01-01 02:00:00,23.919417796911986,20.048175105367598,5791.763042965141,3.273219724243857,1,0.0,0.0,64.55520303539264,6.455520303539264e-05,1.7104971002259433,1.0906611043714713
2024-01-01 03:00:00,21.84330753300762,21.86253044505647,6132.169626775686,3.1750240940031396,1,0.0,0.0,57.93347743595686,5.793347743595686e-05,1.7242853182931221,1.0994528603718046
2024-01-01 04:00:00,10.932249643141862,18.448000579266708,5991.529968793506,3.1481135516133785,1,0.0,0.0,25.30009859833848,2.530009859833848e-05,1.9459155944693625,1.2407705637134838
2024-01-01 05:00:00,6.543750604529359,18.953594448229143,6104.033417745869,3.1725731425018564,1,0.0,0.0,13.149649188760323,1.3149649188760323e-05,2.1105398191915525,1.3457396038352614
2024-01-01 06:00:00,8.397741464381145,19.26756491615559,5977.220628255758,3.2369663494850354,1,0.0,0.0,17.13843574060497,1.713843574060497e-05,2.1591262598621643,1.3767196861939446
2024-01-01 07:00:00,7.5388882750994535,22.423874650883143,6231.330641909958,3.1280181875015183,1,0.0,0.0,14.329608021888799,1.43296080218888e-05,2.264821963852818,1.4441142425638671
2024-01-01 08:00:00,7.465675585978937,22.31052859286087,5919.697373419419,3.2190049168824055,1,0.0,0.0,15.24492479255143,1.524492479255143e-05,2.1276711756026367,1.3566630389584349
2024-01-01 09:00:00,15.371233773314678,21.85536008460507,5684.822294288498,3.2004060189787493,1,0.0,0.0,36.41665127956769,3.641665127956769e-05,1.9042481445915136,1.214202224665078
2024-01-01 10:00:00,9.916948849868007,19.753509972871576,5781.139223881318,3.342362813932303,1,0.0,0.0,21.697969754553935,2.1697969754553934e-05,2.0485019235610498,1.3061824951138794
2024-01-01 11:00:00,12.162794330582889,20.597837838531124,6087.037614986213,3.105506799289644,1,0.0,0.0,28.28675183485141,2.828675183485141e-05,1.939011463906289,1.2363682957039959
2024-01-01 12:00:00,24.790106667686448,18.6768280143642,5868.440646080757,3.2085601927616816,1,0.0,0.0,68.9216962333005,6.892169623330049e-05,1.67259111531637,1.0664911812781772
